Date,AAPL Close Price,AAPL Open Price,NASDAQ,DJIA,S&P 500,Real GDP ($B),Unemployment Rate,Interest Rate,CPI
2011-12-16,48.793,48.711999999999996,2555.33,11866.39,1219.66,15820.7,8.5,0.07,95.213423509706
2011-12-19,48.946999999999996,48.98,2523.14,11766.26,1205.35,15820.7,8.5,0.07,95.213423509706
2011-12-20,50.707,49.623999999999995,2603.73,12103.58,1241.3,15820.7,8.5,0.07,95.213423509706
2011-12-21,50.766999999999996,50.778,2577.97,12107.74,1243.72,15820.7,8.5,0.07,95.213423509706
2011-12-22,51.041000000000004,50.842,2599.45,12169.65,1254.0,15820.7,8.5,0.07,95.213423509706
2011-12-23,51.648999999999994,51.184,2618.64,12294.0,1265.33,15820.7,8.5,0.08,95.213423509706
2011-12-27,52.062,51.63,2625.2,12291.35,1265.43,15820.7,8.5,0.07,95.213423509706
2011-12-28,51.566,52.108000000000004,2589.98,12151.41,1249.64,15820.7,8.5,0.07,95.213423509706
2011-12-29,51.88,51.64,2613.74,12287.04,1263.02,15820.7,8.5,0.07,95.213423509706
2011-12-30,51.865,51.67100000000001,2605.15,12217.56,1257.6,15820.7,8.5,0.04,95.213423509706
2012-01-03,52.663000000000004,52.488,2648.72,12397.38,1277.06,15820.7,8.5,0.07,95.213423509706
2012-01-04,52.946000000000005,52.516000000000005,2648.36,12418.42,1277.3,15820.7,8.5,0.07,95.213423509706
2012-01-05,53.534,53.14,2669.86,12415.7,1281.06,15820.7,8.5,0.07,95.213423509706
2012-01-06,54.093999999999994,53.757,2674.22,12359.92,1277.81,15820.7,8.5,0.07,95.213423509706
2012-01-09,54.008,54.49100000000001,2676.56,12392.69,1280.7,15820.7,8.5,0.08,95.213423509706
2012-01-10,54.2,54.541000000000004,2702.5,12462.47,1292.08,15820.7,8.5,0.08,95.213423509706
2012-01-11,54.113,54.123999999999995,2710.76,12449.45,1292.48,15820.7,8.5,0.08,95.213423509706
2012-01-12,53.963,54.08,2724.7,12471.02,1295.5,15820.7,8.5,0.08,95.213423509706
2012-01-13,53.763000000000005,53.748999999999995,2710.67,12422.06,1289.09,15820.7,8.5,0.09,95.213423509706
2012-01-17,54.386,54.323,2728.08,12482.07,1293.67,15820.7,8.5,0.09,95.213423509706
2012-01-18,54.951,54.676,2769.71,12578.95,1308.04,15820.7,8.5,0.09,95.213423509706
2012-01-19,54.778,55.09,2788.33,12623.98,1314.5,15820.7,8.5,0.1,95.213423509706
2012-01-20,53.824,54.744,2786.7,12720.48,1315.38,15820.7,8.5,0.09,95.213423509706
2012-01-23,54.733999999999995,54.122,2784.17,12708.82,1316.0,15820.7,8.5,0.09,95.213423509706
2012-01-24,53.838,54.441,2786.64,12675.75,1314.65,15820.7,8.5,0.09,95.213423509706
2012-01-25,57.201,58.195,2818.31,12756.96,1326.05,15820.7,8.5,0.08,95.213423509706
2012-01-26,56.942,57.43,2805.28,12734.63,1318.43,15820.7,8.5,0.08,95.213423509706
2012-01-27,57.28,56.888999999999996,2816.55,12660.46,1316.33,15820.7,8.5,0.09,95.213423509706
2012-01-30,58.012,57.07899999999999,2811.94,12653.72,1313.01,15820.7,8.5,0.09,95.213423509706
2012-01-31,58.458999999999996,58.365,2813.84,12632.91,1312.41,15820.7,8.5,0.11,95.213423509706
2012-02-01,58.42,58.705,2848.27,12716.46,1324.09,15820.7,8.3,0.11,96.0534476429961
2012-02-02,58.283,58.383,2859.68,12705.41,1325.54,15820.7,8.3,0.11,96.0534476429961
2012-02-03,58.86600000000001,58.563,2905.66,12862.23,1344.9,15820.7,8.3,0.11,96.0534476429961
2012-02-06,59.416000000000004,58.701,2901.99,12845.13,1344.33,15820.7,8.3,0.11,96.0534476429961
2012-02-07,60.04,59.583,2904.08,12878.2,1347.05,15820.7,8.3,0.11,96.0534476429961
2012-02-08,61.045,60.251999999999995,2915.86,12883.95,1349.96,15820.7,8.3,0.11,96.0534476429961
2012-02-09,63.158,61.56399999999999,2927.23,12890.46,1351.95,15820.7,8.3,0.11,96.0534476429961
2012-02-10,63.18899999999999,62.881,2903.88,12801.23,1342.64,15820.7,8.3,0.12,96.0534476429961
2012-02-13,64.365,63.997,2931.39,12874.04,1351.77,15820.7,8.3,0.12,96.0534476429961
2012-02-14,65.242,64.608,2931.83,12878.28,1350.5,15820.7,8.3,0.12,96.0534476429961
2012-02-15,63.733000000000004,65.855,2915.83,12780.95,1343.23,15820.7,8.3,0.12,96.0534476429961
2012-02-16,64.314,62.943000000000005,2959.85,12904.08,1358.04,15820.7,8.3,0.11,96.0534476429961
2012-02-17,64.303,64.429,2951.78,12949.87,1361.23,15820.7,8.3,0.09,96.0534476429961
2012-02-21,65.932,64.935,2948.57,12965.69,1362.21,15820.7,8.3,0.1,96.0534476429961
2012-02-22,65.70100000000001,65.706,2933.17,12938.67,1357.66,15820.7,8.3,0.08,96.0534476429961
2012-02-23,66.12899999999999,65.96300000000001,2956.98,12984.69,1363.46,15820.7,8.3,0.08,96.0534476429961
2012-02-24,66.902,66.529,2963.75,12982.95,1365.74,15820.7,8.3,0.09,96.0534476429961
2012-02-27,67.331,66.733,2966.16,12981.51,1367.59,15820.7,8.3,0.1,96.0534476429961
2012-02-28,68.565,67.61,2986.76,13005.12,1372.18,15820.7,8.3,0.1,96.0534476429961
2012-02-29,69.46600000000001,69.318,2966.89,12952.07,1365.68,15820.7,8.3,0.1,96.0534476429961
2012-03-01,69.72399999999999,70.179,2988.97,12980.3,1374.09,15820.7,8.2,0.11,96.7829311821515
2012-03-02,69.818,69.723,2976.19,12977.57,1369.63,15820.7,8.2,0.11,96.7829311821515
2012-03-05,68.277,69.852,2950.48,12962.81,1364.33,15820.7,8.2,0.11,96.7829311821515
2012-03-06,67.905,67.1,2910.32,12759.15,1343.36,15820.7,8.2,0.11,96.7829311821515
2012-03-07,67.962,68.708,2935.69,12837.33,1352.63,15820.7,8.2,0.11,96.7829311821515
2012-03-08,69.408,68.507,2970.42,12907.94,1365.91,15820.7,8.2,0.11,96.7829311821515
2012-03-09,69.817,69.72,2988.34,12922.02,1370.87,15820.7,8.2,0.12,96.7829311821515
2012-03-12,70.69,70.306,2983.66,12959.71,1371.09,15820.7,8.2,0.12,96.7829311821515
2012-03-13,72.75,71.4,3039.88,13177.68,1395.95,15820.7,8.2,0.12,96.7829311821515
2012-03-14,75.502,74.02199999999999,3040.73,13194.1,1394.28,15820.7,8.2,0.13,96.7829311821515
2012-03-15,74.987,76.792,3056.37,13252.76,1402.6,15820.7,8.2,0.14,96.7829311821515
2012-03-16,74.98899999999999,74.876,3055.26,13232.62,1404.17,15820.7,8.2,0.15,96.7829311821515
2012-03-19,76.977,76.627,3078.32,13239.13,1409.75,15820.7,8.2,0.15,96.7829311821515
2012-03-20,77.601,76.765,3074.15,13170.19,1405.52,15820.7,8.2,0.15,96.7829311821515
2012-03-21,77.15899999999999,77.187,3075.32,13124.62,1402.89,15820.7,8.2,0.15,96.7829311821515
2012-03-22,76.753,76.553,3063.32,13046.14,1392.78,15820.7,8.2,0.14,96.7829311821515
2012-03-23,76.334,76.898,3067.92,13080.73,1397.11,15820.7,8.2,0.14,96.7829311821515
2012-03-26,77.73100000000001,76.81,3122.57,13241.63,1416.51,15820.7,8.2,0.14,96.7829311821515
2012-03-27,78.692,77.628,3120.35,13197.73,1412.52,15820.7,8.2,0.14,96.7829311821515
2012-03-28,79.095,79.191,3104.96,13126.21,1405.54,15820.7,8.2,0.13,96.7829311821515
2012-03-29,78.09899999999999,78.476,3095.36,13145.82,1403.28,15820.7,8.2,0.13,96.7829311821515
2012-03-30,76.779,77.961,3091.57,13212.04,1408.47,15820.7,8.2,0.09,96.7829311821515
2012-04-02,79.225,77.066,3119.7,13264.49,1419.04,15820.7,8.2,0.15,96.7829311821515
2012-04-03,80.59100000000001,80.333,3113.57,13199.55,1413.38,15820.7,8.2,0.15,96.7829311821515
2012-04-04,79.952,79.957,3068.09,13074.75,1398.96,15820.7,8.2,0.15,96.7829311821515
2012-04-05,81.09899999999999,80.292,3080.5,13060.14,1398.08,15820.7,8.2,0.15,96.7829311821515
2012-04-09,81.477,80.185,3047.08,12929.59,1382.2,15820.7,8.2,0.16,96.7829311821515
2012-04-10,80.48,81.95200000000001,2991.22,12715.93,1358.59,15820.7,8.2,0.15,96.7829311821515
2012-04-11,80.193,81.473,3016.46,12805.39,1368.71,15820.7,8.2,0.16,96.7829311821515
2012-04-12,79.753,80.038,3055.55,12986.58,1387.57,15820.7,8.2,0.15,96.7829311821515
2012-04-13,77.507,79.926,3011.33,12849.59,1370.26,15820.7,8.2,0.15,96.7829311821515
2012-04-16,74.292,78.125,2988.4,12921.41,1369.57,15820.7,8.2,0.15,96.7829311821515
2012-04-17,78.08,74.139,3042.82,13115.54,1390.78,15820.7,8.2,0.16,96.7829311821515
2012-04-18,77.905,78.593,3031.45,13032.75,1385.14,15820.7,8.2,0.15,96.7829311821515
2012-04-19,75.23,76.865,3007.56,12964.1,1376.92,15820.7,8.2,0.13,96.7829311821515
2012-04-20,73.377,75.734,3000.45,13029.26,1378.53,15820.7,8.2,0.12,96.7829311821515
2012-04-23,73.214,73.071,2970.45,12927.17,1366.94,15820.7,8.2,0.13,96.7829311821515
2012-04-24,71.75,72.051,2961.6,13001.56,1371.97,15820.7,8.2,0.14,96.7829311821515
2012-04-25,78.116,78.84100000000001,3029.63,13090.72,1390.69,15820.7,8.2,0.15,96.7829311821515
2012-04-26,77.82300000000001,78.666,3050.61,13204.62,1399.98,15820.7,8.2,0.14,96.7829311821515
2012-04-27,77.22,77.487,3069.2,13228.31,1403.36,15820.7,8.2,0.13,96.7829311821515
2012-04-30,74.783,76.555,3046.36,13213.63,1397.91,15820.7,8.2,0.16,96.7829311821515
2012-05-01,74.55,74.904,3050.44,13279.32,1405.82,15820.7,8.2,0.16,96.9613993932924
2012-05-02,75.042,74.306,3059.85,13268.57,1402.31,15820.7,8.2,0.15,96.9613993932924
2012-05-03,74.508,75.622,3024.3,13206.59,1391.57,15820.7,8.2,0.15,96.9613993932924
2012-05-04,72.385,73.90100000000001,2956.34,13038.27,1369.1,15820.7,8.2,0.16,96.9613993932924
2012-05-07,72.931,71.907,2957.76,13008.53,1369.58,15820.7,8.2,0.16,96.9613993932924
2012-05-08,72.76100000000001,72.942,2946.27,12932.09,1363.72,15820.7,8.2,0.16,96.9613993932924
2012-05-09,72.89,72.187,2934.71,12835.06,1354.58,15820.7,8.2,0.15,96.9613993932924
2012-05-10,73.06,73.582,2933.64,12855.04,1357.99,15820.7,8.2,0.15,96.9613993932924
2012-05-11,72.572,72.355,2933.82,12820.6,1353.39,15820.7,8.2,0.15,96.9613993932924
2012-05-14,71.486,72.045,2902.58,12695.35,1338.35,15820.7,8.2,0.16,96.9613993932924
2012-05-15,70.84,71.90100000000001,2893.76,12632.0,1330.66,15820.7,8.2,0.16,96.9613993932924
2012-05-16,69.932,70.952,2874.04,12598.55,1324.8,15820.7,8.2,0.16,96.9613993932924
2012-05-17,67.888,69.835,2813.69,12442.49,1304.86,15820.7,8.2,0.16,96.9613993932924
2012-05-18,67.922,68.381,2778.79,12369.38,1295.22,15820.7,8.2,0.16,96.9613993932924
2012-05-21,71.88,68.449,2847.21,12504.48,1315.99,15820.7,8.2,0.16,96.9613993932924
2012-05-22,71.32600000000001,72.939,2839.08,12502.81,1316.63,15820.7,8.2,0.16,96.9613993932924
2012-05-23,73.066,71.396,2850.12,12496.15,1318.86,15820.7,8.2,0.15,96.9613993932924
2012-05-24,72.393,73.748,2839.38,12529.75,1320.68,15820.7,8.2,0.15,96.9613993932924
2012-05-25,72.009,72.305,2837.53,12454.83,1317.82,15820.7,8.2,0.15,96.9613993932924
2012-05-29,73.286,73.11,2870.99,12580.69,1332.42,15820.7,8.2,0.16,96.9613993932924
2012-05-30,74.17,72.892,2837.36,12419.86,1313.32,15820.7,8.2,0.16,96.9613993932924
2012-05-31,73.985,74.37100000000001,2827.34,12393.45,1310.33,15820.7,8.2,0.16,96.9613993932924
2012-06-01,71.844,72.887,2747.48,12118.57,1278.04,15820.7,8.2,0.16,96.8192154993102
2012-06-04,72.264,71.907,2760.01,12101.46,1278.18,15820.7,8.2,0.17,96.8192154993102
2012-06-05,72.08,71.87899999999999,2778.11,12127.95,1285.5,15820.7,8.2,0.17,96.8192154993102
2012-06-06,73.183,72.71,2844.72,12414.79,1315.13,15820.7,8.2,0.16,96.8192154993102
2012-06-07,73.217,73.929,2831.02,12460.96,1314.99,15820.7,8.2,0.16,96.8192154993102
2012-06-08,74.317,73.203,2858.42,12554.2,1325.66,15820.7,8.2,0.17,96.8192154993102
2012-06-11,73.145,75.263,2809.73,12411.23,1308.93,15820.7,8.2,0.17,96.8192154993102
2012-06-12,73.78399999999999,73.567,2843.07,12573.8,1324.18,15820.7,8.2,0.16,96.8192154993102
2012-06-13,73.27199999999999,73.574,2818.61,12496.38,1314.88,15820.7,8.2,0.17,96.8192154993102
2012-06-14,73.193,73.155,2836.33,12651.91,1329.1,15820.7,8.2,0.17,96.8192154993102
2012-06-15,73.523,73.123,2872.8,12767.17,1342.84,15820.7,8.2,0.18,96.8192154993102
2012-06-18,75.015,73.117,2895.33,12741.82,1344.78,15820.7,8.2,0.17,96.8192154993102
2012-06-19,75.226,74.712,2929.76,12837.33,1357.98,15820.7,8.2,0.17,96.8192154993102
2012-06-20,75.01100000000001,75.32600000000001,2930.45,12824.39,1355.69,15820.7,8.2,0.16,96.8192154993102
2012-06-21,73.979,74.973,2859.09,12573.57,1325.51,15820.7,8.2,0.17,96.8192154993102
2012-06-22,74.546,74.153,2892.42,12640.78,1335.02,15820.7,8.2,0.17,96.8192154993102
2012-06-25,73.093,73.93,2836.17,12502.66,1313.72,15820.7,8.2,0.17,96.8192154993102
2012-06-26,73.255,73.168,2854.06,12534.67,1319.99,15820.7,8.2,0.16,96.8192154993102
2012-06-27,73.571,73.63600000000001,2875.32,12627.01,1331.85,15820.7,8.2,0.15,96.8192154993102
2012-06-28,72.87100000000001,73.21,2849.49,12602.26,1329.04,15820.7,8.2,0.15,96.8192154993102
2012-06-29,74.785,74.01899999999999,2935.06,12880.09,1362.16,15820.7,8.2,0.09,96.8192154993102
2012-07-02,75.88,74.883,2951.24,12871.39,1365.51,15820.7,8.2,0.18,96.8192154993102
2012-07-03,76.762,76.182,2976.09,12943.82,1374.02,15820.7,8.2,0.17,96.8192154993102
2012-07-05,78.109,76.90899999999999,2976.12,12896.67,1367.58,15820.7,8.2,0.17,96.8192154993102
2012-07-06,77.59100000000001,77.747,2937.33,12772.47,1354.68,15820.7,8.2,0.17,96.8192154993102
2012-07-09,78.615,77.516,2931.77,12736.29,1352.46,15820.7,8.2,0.17,96.8192154993102
2012-07-10,77.887,79.13600000000001,2902.34,12653.12,1341.47,15820.7,8.2,0.17,96.8192154993102
2012-07-11,77.404,77.62,2887.99,12604.53,1341.45,15820.7,8.2,0.17,96.8192154993102
2012-07-12,76.697,76.868,2866.19,12573.27,1334.76,15820.7,8.2,0.18,96.8192154993102
2012-07-13,77.47399999999999,77.214,2908.47,12777.09,1356.78,15820.7,8.2,0.19,96.8192154993102
2012-07-16,77.722,77.493,2896.94,12727.21,1353.64,15820.7,8.2,0.18,96.8192154993102
2012-07-17,77.72800000000001,78.22,2910.04,12805.54,1363.67,15820.7,8.2,0.17,96.8192154993102
2012-07-18,77.637,77.681,2942.6,12908.7,1372.78,15820.7,8.2,0.16,96.8192154993102
2012-07-19,78.673,78.281,2965.9,12943.36,1376.51,15820.7,8.2,0.13,96.8192154993102
2012-07-20,77.389,78.507,2925.3,12822.57,1362.66,15820.7,8.2,0.13,96.8192154993102
2012-07-23,77.329,76.12,2890.15,12721.46,1350.52,15820.7,8.2,0.14,96.8192154993102
2012-07-24,76.955,77.783,2862.99,12617.32,1338.31,15820.7,8.2,0.15,96.8192154993102
2012-07-25,73.633,73.567,2854.24,12676.05,1337.89,15820.7,8.2,0.15,96.8192154993102
2012-07-26,73.62,74.244,2893.25,12887.93,1360.02,15820.7,8.2,0.14,96.8192154993102
2012-07-27,74.938,73.637,2958.09,13075.66,1385.97,15820.7,8.2,0.14,96.8192154993102
2012-07-30,76.20100000000001,75.67699999999999,2945.84,13073.01,1385.3,15820.7,8.2,0.14,96.8192154993102
2012-07-31,78.217,77.252,2939.52,13008.68,1379.32,15820.7,8.2,0.13,96.8192154993102
2012-08-01,77.709,78.876,2920.21,12971.06,1375.14,15820.7,8.1,0.14,97.1993570081471
2012-08-02,77.833,77.19800000000001,2909.77,12878.88,1365.0,15820.7,8.1,0.14,97.1993570081471
2012-08-03,78.848,78.583,2967.9,13096.17,1390.99,15820.7,8.1,0.14,97.1993570081471
2012-08-06,79.726,79.05199999999999,2989.91,13117.51,1394.23,15820.7,8.1,0.14,97.1993570081471
2012-08-07,79.515,79.753,3015.86,13168.6,1401.35,15820.7,8.1,0.13,97.1993570081471
2012-08-08,79.381,79.318,3011.25,13175.64,1402.22,15820.7,8.1,0.13,97.1993570081471
2012-08-09,79.832,79.46300000000001,3018.64,13165.19,1402.8,15820.7,8.1,0.13,97.1993570081471
2012-08-10,79.959,79.574,3020.86,13207.95,1405.87,15820.7,8.1,0.13,97.1993570081471
2012-08-13,81.02600000000001,80.17699999999999,3022.52,13169.43,1404.11,15820.7,8.1,0.13,97.1993570081471
2012-08-14,81.243,81.266,3016.98,13172.14,1403.93,15820.7,8.1,0.13,97.1993570081471
2012-08-15,81.132,81.193,3030.93,13164.78,1405.53,15820.7,8.1,0.13,97.1993570081471
2012-08-16,81.84100000000001,81.182,3062.39,13250.11,1415.51,15820.7,8.1,0.13,97.1993570081471
2012-08-17,83.353,82.31299999999999,3076.59,13275.2,1418.16,15820.7,8.1,0.13,97.1993570081471
2012-08-20,85.54700000000001,83.596,3076.21,13271.64,1418.13,15820.7,8.1,0.13,97.1993570081471
2012-08-21,84.37700000000001,86.27600000000001,3067.26,13203.58,1413.17,15820.7,8.1,0.13,97.1993570081471
2012-08-22,86.025,84.165,3073.67,13172.76,1413.49,15820.7,8.1,0.13,97.1993570081471
2012-08-23,85.22200000000001,85.66799999999999,3053.4,13057.46,1402.08,15820.7,8.1,0.13,97.1993570081471
2012-08-24,85.29700000000001,84.822,3069.79,13157.97,1411.13,15820.7,8.1,0.13,97.1993570081471
2012-08-27,86.90299999999999,87.45200000000001,3073.19,13124.67,1410.44,15820.7,8.1,0.13,97.1993570081471
2012-08-28,86.785,86.81,3077.14,13102.99,1409.3,15820.7,8.1,0.13,97.1993570081471
2012-08-29,86.616,86.84700000000001,3081.19,13107.48,1410.49,15820.7,8.1,0.13,97.1993570081471
2012-08-30,85.38,86.25299999999999,3048.71,13000.71,1399.48,15820.7,8.1,0.14,97.1993570081471
2012-08-31,85.559,85.816,3066.96,13090.84,1406.58,15820.7,8.1,0.13,97.1993570081471
2012-09-04,86.809,85.624,3075.06,13035.94,1404.94,15820.7,8.1,0.14,97.1993570081471
2012-09-05,86.2,86.889,3069.27,13047.48,1403.44,15820.7,8.1,0.16,97.1993570081471
2012-09-06,86.97399999999999,86.57700000000001,3135.81,13292.0,1432.12,15820.7,8.1,0.16,97.1993570081471
2012-09-07,87.512,87.204,3136.42,13306.64,1437.92,15820.7,8.1,0.15,97.1993570081471
2012-09-10,85.23700000000001,87.51299999999999,3104.02,13254.29,1429.08,15820.7,8.1,0.15,97.1993570081471
2012-09-11,84.962,85.541,3104.53,13323.36,1433.56,15820.7,8.1,0.15,97.1993570081471
2012-09-12,86.14200000000001,85.765,3114.31,13333.35,1436.56,15820.7,8.1,0.15,97.1993570081471
2012-09-13,87.84100000000001,87.12,3155.83,13539.86,1459.99,15820.7,8.1,0.15,97.1993570081471
2012-09-14,88.90700000000001,88.738,3183.95,13593.37,1465.77,15820.7,8.1,0.16,97.1993570081471
2012-09-17,89.99700000000001,89.944,3178.67,13553.1,1461.19,15820.7,8.1,0.16,97.1993570081471
2012-09-18,90.275,90.012,3177.8,13564.64,1459.32,15820.7,8.1,0.16,97.1993570081471
2012-09-19,90.29700000000001,90.06299999999999,3182.62,13577.96,1461.05,15820.7,8.1,0.15,97.1993570081471
2012-09-20,89.86,89.921,3175.96,13596.93,1460.26,15820.7,8.1,0.16,97.1993570081471
2012-09-21,90.04,90.336,3179.96,13579.47,1460.15,15820.7,8.1,0.15,97.1993570081471
2012-09-24,88.846,88.338,3160.78,13558.92,1456.89,15820.7,8.1,0.16,97.1993570081471
2012-09-25,86.626,88.51799999999999,3117.73,13457.55,1441.59,15820.7,8.1,0.15,97.1993570081471
2012-09-26,85.551,86.007,3093.7,13413.51,1433.32,15820.7,8.1,0.15,97.1993570081471
2012-09-27,87.626,85.436,3136.6,13485.97,1447.15,15820.7,8.1,0.14,97.1993570081471
2012-09-28,85.79700000000001,87.294,3116.23,13437.13,1440.67,15820.7,8.1,0.09,97.1993570081471
2012-10-01,84.807,86.318,3113.53,13515.11,1444.49,16239.138,7.8,0.15,97.5951092115755
2012-10-02,85.05,85.117,3120.04,13482.36,1445.75,16239.138,7.8,0.16,97.5951092115755
2012-10-03,86.35600000000001,85.51,3135.23,13494.61,1450.99,16239.138,7.8,0.16,97.5951092115755
2012-10-04,85.759,86.33,3149.46,13575.36,1461.4,16239.138,7.8,0.15,97.5951092115755
2012-10-05,83.931,85.554,3136.19,13610.15,1460.93,16239.138,7.8,0.15,97.5951092115755
2012-10-08,82.07700000000001,83.197,3112.35,13583.65,1455.88,16239.138,7.8,0.15,97.5951092115755
2012-10-09,81.77600000000001,82.139,3065.02,13473.53,1441.48,16239.138,7.8,0.16,97.5951092115755
2012-10-10,82.429,82.28,3051.78,13344.97,1432.56,16239.138,7.8,0.16,97.5951092115755
2012-10-11,80.782,83.14399999999999,3049.41,13326.39,1432.84,16239.138,7.8,0.16,97.5951092115755
2012-10-12,80.99,80.969,3044.11,13328.85,1428.59,16239.138,7.8,0.16,97.5951092115755
2012-10-15,81.638,81.328,3064.18,13424.23,1440.13,16239.138,7.8,0.16,97.5951092115755
2012-10-16,83.571,81.717,3101.17,13551.78,1454.92,16239.138,7.8,0.16,97.5951092115755
2012-10-17,82.90299999999999,83.45200000000001,3104.12,13557.0,1460.91,16239.138,7.8,0.15,97.5951092115755
2012-10-18,81.366,82.258,3072.87,13548.94,1457.34,16239.138,7.8,0.15,97.5951092115755
2012-10-19,78.434,81.161,3005.62,13343.51,1433.19,16239.138,7.8,0.16,97.5951092115755
2012-10-22,81.544,78.765,3016.96,13345.89,1433.82,16239.138,7.8,0.15,97.5951092115755
2012-10-23,78.885,81.154,2990.46,13102.53,1413.11,16239.138,7.8,0.15,97.5951092115755
2012-10-24,79.33,79.925,2981.7,13077.34,1408.75,16239.138,7.8,0.17,97.5951092115755
2012-10-25,78.393,79.737,2986.12,13103.68,1412.97,16239.138,7.8,0.16,97.5951092115755
2012-10-26,77.681,78.37899999999999,2987.95,13107.21,1411.94,16239.138,7.8,0.16,97.5951092115755
2012-10-31,76.565,76.509,2977.23,13096.46,1412.16,16239.138,7.8,0.18,97.5951092115755
2012-11-01,76.722,76.938,3020.06,13232.62,1427.59,16239.138,7.7,0.17,97.1326951231346
2012-11-02,74.185,76.639,2982.13,13093.16,1414.2,16239.138,7.7,0.16,97.1326951231346
2012-11-05,75.191,75.047,2999.66,13112.44,1417.26,16239.138,7.7,0.17,97.1326951231346
2012-11-06,74.962,75.91,3011.93,13245.68,1428.39,16239.138,7.7,0.16,97.1326951231346
2012-11-07,72.094,74.139,2937.29,12932.73,1394.53,16239.138,7.7,0.16,97.1326951231346
2012-11-08,69.477,72.433,2895.58,12811.32,1377.51,16239.138,7.7,0.16,97.1326951231346
2012-11-09,70.678,69.82300000000001,2904.87,12815.39,1379.85,16239.138,7.7,0.16,97.1326951231346
2012-11-12,70.135,71.597,2904.26,12815.08,1380.03,16239.138,7.7,0.16,97.1326951231346
2012-11-13,70.143,69.62899999999999,2883.89,12756.18,1374.53,16239.138,7.7,0.16,97.1326951231346
2012-11-14,69.365,70.47800000000001,2846.81,12570.95,1355.49,16239.138,7.7,0.16,97.1326951231346
2012-11-15,67.91,69.44800000000001,2836.94,12542.38,1353.33,16239.138,7.7,0.16,97.1326951231346
2012-11-16,68.17699999999999,67.85600000000001,2853.13,12588.31,1359.88,16239.138,7.7,0.16,97.1326951231346
2012-11-19,73.09,69.859,2916.07,12795.96,1386.89,16239.138,7.7,0.16,97.1326951231346
2012-11-20,72.47,73.892,2916.68,12788.51,1387.81,16239.138,7.7,0.16,97.1326951231346
2012-11-21,72.569,72.90100000000001,2926.55,12836.89,1391.03,16239.138,7.7,0.16,97.1326951231346
2012-11-23,73.837,73.279,2966.85,13009.68,1409.15,16239.138,7.7,0.16,97.1326951231346
2012-11-26,76.166,74.406,2976.78,12967.37,1406.29,16239.138,7.7,0.16,97.1326951231346
2012-11-27,75.553,76.169,2967.79,12878.13,1398.94,16239.138,7.7,0.16,97.1326951231346
2012-11-28,75.314,74.582,2991.78,12985.11,1409.93,16239.138,7.7,0.16,97.1326951231346
2012-11-29,76.145,76.256,3012.03,13021.82,1415.95,16239.138,7.7,0.16,97.1326951231346
2012-11-30,75.619,75.741,3010.24,13025.58,1416.18,16239.138,7.7,0.16,97.1326951231346
2012-12-03,75.734,76.699,3002.2,12965.6,1409.46,16239.138,7.7,0.16,97.1326951231346
2012-12-04,74.40100000000001,75.165,2996.69,12951.78,1407.05,16239.138,7.7,0.17,97.1326951231346
2012-12-05,69.613,73.503,2973.7,13034.49,1409.28,16239.138,7.7,0.16,97.1326951231346
2012-12-06,70.703,68.33800000000001,2989.27,13074.04,1413.94,16239.138,7.7,0.16,97.1326951231346
2012-12-07,68.895,71.498,2978.04,13155.13,1418.07,16239.138,7.7,0.16,97.1326951231346
2012-12-10,68.452,67.829,2986.96,13169.88,1418.55,16239.138,7.7,0.16,97.1326951231346
2012-12-11,69.94800000000001,69.737,3022.3,13248.44,1427.84,16239.138,7.7,0.17,97.1326951231346
2012-12-12,69.639,70.773,3013.81,13245.45,1428.48,16239.138,7.7,0.17,97.1326951231346
2012-12-13,68.436,68.625,2992.16,13170.72,1419.45,16239.138,7.7,0.16,97.1326951231346
2012-12-14,65.862,66.50399999999999,2971.33,13135.01,1413.58,16239.138,7.7,0.17,97.1326951231346
2012-12-17,67.032,65.755,3010.6,13235.39,1430.36,16239.138,7.7,0.16,97.1326951231346
2012-12-18,68.97800000000001,67.829,3054.53,13350.96,1446.79,16239.138,7.7,0.17,97.1326951231346
2012-12-19,68.001,68.665,3044.36,13251.97,1435.81,16239.138,7.7,0.17,97.1326951231346
2012-12-20,67.407,68.47800000000001,3050.39,13311.72,1443.69,16239.138,7.7,0.17,97.1326951231346
2012-12-21,67.098,66.217,3021.01,13190.84,1430.15,16239.138,7.7,0.17,97.1326951231346
2012-12-24,67.204,67.229,3012.6,13139.08,1426.66,16239.138,7.7,0.18,97.1326951231346
2012-12-26,66.278,67.055,2990.16,13114.59,1419.83,16239.138,7.7,0.17,97.1326951231346
2012-12-27,66.547,66.348,2985.91,13096.31,1418.1,16239.138,7.7,0.17,97.1326951231346
2012-12-28,65.839,65.928,2960.31,12938.11,1402.43,16239.138,7.7,0.17,97.1326951231346
2012-12-31,68.75399999999999,65.903,3019.51,13104.14,1426.19,16239.138,7.7,0.09,97.1326951231346
2013-01-02,70.935,71.553,3112.26,13412.55,1462.42,16239.138,7.7,0.17,97.1326951231346
2013-01-03,70.039,70.745,3100.57,13391.36,1459.37,16239.138,7.7,0.17,97.1326951231346
2013-01-04,68.08800000000001,69.375,3101.66,13435.21,1466.47,16239.138,7.7,0.16,97.1326951231346
2013-01-07,67.689,67.446,3098.81,13384.29,1461.89,16239.138,7.7,0.16,97.1326951231346
